"diffusion_input","diffusion_output_heat","diffusion_output_rank","name","selected","shared name"
"0.0","0.01593464013916656","2127","CISD2","false","CISD2"
"0.0","0.008332929444916676","6512","MARVELD2","false","MARVELD2"
"0.0","7.775771384449676E-4","14877","ADAT1","false","ADAT1"
"0.0","0.001338569089571025","13422","HERPUD2","false","HERPUD2"
"0.0","0.0022508155326678133","11861","TTC33","false","TTC33"
"0.0","0.026856686980757445","433","RNF149","true","RNF149"
"0.0","0.011027815134141125","4441","IKBIP","false","IKBIP"
"0.0","9.333316959706668E-4","14423","ZNF554","false","ZNF554"
"0.0","3.333979289778385E-4","16691","CASD1","false","CASD1"
"0.0","0.001184891481638319","13777","UHMK1","false","UHMK1"
"0.0","0.0029137201955870425","11041","MAP9","false","MAP9"
"0.0","0.009977695101012157","5166","MAPK4","false","MAPK4"
"0.0","0.014953646137797576","2508","FUT1","false","FUT1"
"0.0","4.5869313410186805E-4","16077","LARP6","false","LARP6"
"0.0","0.0010191823204889483","14190","ITPKA","false","ITPKA"
"0.0","0.007013447946689706","7566","GPNMB","false","GPNMB"
"0.0","0.00467050534219651","9397","AHDC1","false","AHDC1"
"0.0","0.017690565965961524","1560","GOLGA8A","true","GOLGA8A"
"0.0","0.0010197522810794872","14186","GAREML","false","GAREML"
"0.0","0.007821826100375368","6924","KIF16B","false","KIF16B"
"0.0","0.0014898563180987317","13108","AGFG2","false","AGFG2"
"0.0","5.798497905021306E-5","19307","SPINT3","false","SPINT3"
"0.0","9.985515358735145E-4","14245","ZNF280D","false","ZNF280D"
"0.0","0.008493660567090774","6379","H2AFB1","false","H2AFB1"
"0.0","0.01999866008409391","1023","HINT1","true","HINT1"
"0.0","0.004979947018648438","9137","DESI1","false","DESI1"
"0.0","0.0021326332961687923","12010","ZBTB46","false","ZBTB46"
"0.0","0.0017894578586107942","12551","DTX4","false","DTX4"
"0.0","0.0028206272219222566","11145","FBXL2","false","FBXL2"
"0.0","1.597095263224461E-4","17880","KDM5D","false","KDM5D"
"0.0","1.1412036228450856E-4","18859","RBPJP3","false","RBPJP3"
"0.0","9.552415805465555E-4","14359","FBXL7","false","FBXL7"
"0.0","5.848454412235454E-4","15536","AMH","false","AMH"
"0.0","0.0020818356794600873","12081","NAA16","false","NAA16"
"0.0","0.0032070932177833524","10769","RAB34","false","RAB34"
"0.0","0.0028980725535048503","11061","TRIM16","false","TRIM16"
"0.0","0.01269207463854006","3575","UVSSA","false","UVSSA"
"0.0","0.025206397236754666","512","MBNL1","true","MBNL1"
"0.0","0.002884417131396474","11080","CTU2","false","CTU2"
"0.0","0.008928818282679012","6013","CTU1","false","CTU1"
"0.0","5.497170226075153E-4","15677","CHKA","false","CHKA"
"0.0","5.58673146737321E-4","15645","SH3BGR","false","SH3BGR"
"0.0","0.0037482127631478616","10223","DCUN1D4","false","DCUN1D4"
"0.0","0.004132201206169836","9865","DNAJC21","false","DNAJC21"
"0.0","0.004862100861925433","9239","BOD1L1","false","BOD1L1"
"0.0","8.972622755235972E-4","14522","BRDT","false","BRDT"
"0.0","0.013561143168052207","3167","C9orf156","false","C9orf156"
"0.0","0.01563245241632138","2235","PIK3AP1","false","PIK3AP1"
"0.0","0.0014139070013432314","13264","C2orf73","false","C2orf73"
"0.0","4.5234502116444486E-4","16106","ZBTB37","false","ZBTB37"
"0.0","9.237682661688633E-4","14458","KBTBD13","false","KBTBD13"
"0.0","0.0027700361564557117","11215","HIST1H4G","false","HIST1H4G"
"0.0","0.004280714566551242","9737","WISP2","false","WISP2"
"0.0","0.0015036205079683798","13068","MEGF10","false","MEGF10"
"0.0","0.003924972229758411","10063","TANGO6","false","TANGO6"
"0.0","0.0017247583920596686","12667","THSD7B","false","THSD7B"
"0.0","0.007623461450015361","7110","CADPS","false","CADPS"
"0.0","0.007795063695754542","6945","KIAA1549","false","KIAA1549"
"0.0","3.6348067156305295E-4","16548","CARNS1","false","CARNS1"
"0.0","0.0025785162573743036","11413","BTBD3","false","BTBD3"
"0.0","0.0013718284544718053","13342","PLCL2","false","PLCL2"
"0.0","3.7481908915365964E-4","16489","DSCAML1","false","DSCAML1"
"0.0","0.0016054061988977756","12889","BAHCC1","false","BAHCC1"
"0.0","0.0014095051474246538","13280","DFNB31","false","DFNB31"
"0.0","0.0029059187288194","11053","LRP4","false","LRP4"
"0.0","0.0017975765155017786","12534","PLXND1","false","PLXND1"
"0.0","0.02529479964260712","509","TET2","true","TET2"
"0.0","0.001501677448602091","13075","MYO16","false","MYO16"
"0.0","0.007909210940657536","6857","ATXN7L1","false","ATXN7L1"
"0.0","4.123585438369347E-4","16294","SSPO","false","SSPO"
"0.0","0.02276000559939214","668","IFT80","true","IFT80"
"0.0","9.710853712156339E-4","14320","CEMIP","false","CEMIP"
"0.0","0.0070962706785331715","7500","PLXNA2","false","PLXNA2"
"0.0","0.006145150900622825","8246","VPS13D","false","VPS13D"
"0.0","0.019233504981620526","1184","HSPA12A","true","HSPA12A"
"0.0","2.537477380776498E-4","17203","KIAA0319","false","KIAA0319"
"0.0","8.452483773809721E-4","14657","TMEM141","false","TMEM141"
"0.0","0.0024350639228446084","11604","CENPP","false","CENPP"
"0.0","0.00709867080218486","7496","CENPQ","false","CENPQ"
"0.0","0.0055184383689951206","8755","RCL1","false","RCL1"
"0.0","0.008639135447315033","6260","PHF6","false","PHF6"
"0.0","0.01124235112608443","4319","HP1BP3","false","HP1BP3"
"0.0","0.003285552986615335","10690","HIST1H2BI","false","HIST1H2BI"
"0.0","0.006057522206521059","8316","HIST1H2BE","false","HIST1H2BE"
"0.0","0.0014498597918965225","13188","HIST1H2BF","false","HIST1H2BF"
"0.0","0.009738606819455068","5346","HIST1H2BG","false","HIST1H2BG"
"0.0","0.0070901749398886976","7504","H2AFY2","false","H2AFY2"
"0.0","3.0091392676589616E-4","16882","RNA18S5","false","RNA18S5"
"0.0","3.0091392676589616E-4","16881","RNA28S5","false","RNA28S5"
"0.0","0.012684736402053105","3581","RPL19","false","RPL19"
"0.0","0.012749736272429778","3549","KIF2A","false","KIF2A"
"0.0","0.0016440333022441354","12818","HIST1H3D","false","HIST1H3D"
"0.0","0.002259214545772606","11846","ZNF827","false","ZNF827"
"0.0","0.005033416850616247","9103","ZBTB11","false","ZBTB11"
"0.0","2.446212067616707E-4","17258","SLC45A1","false","SLC45A1"
"0.0","0.008572495715231438","6309","NDP","false","NDP"
"0.0","0.010081252295547833","5082","LPIN2","false","LPIN2"
"0.0","0.006605823730968423","7892","RPRD2","false","RPRD2"
"0.0","0.0021518803116137787","11979","GLIPR1L2","false","GLIPR1L2"
"0.0","5.890099077994863E-4","15519","FRMPD4","false","FRMPD4"
"0.0","0.012489602310366178","3662","CNP","false","CNP"
"0.0","0.009964911018130846","5172","CLCN2","false","CLCN2"
"0.0","0.0033311492294868417","10639","KANK1","false","KANK1"
"0.0","1.599203975510045E-4","17878","PPP1R3G","false","PPP1R3G"
"0.0","3.944425122566093E-4","16392","PPP1R3E","false","PPP1R3E"
"0.0","0.011454550769594648","4212","PPP1R18","false","PPP1R18"
"0.0","0.01157815836190038","4150","TPRN","false","TPRN"
"0.0","0.0062131605404709845","8207","CSRNP1","false","CSRNP1"
"0.0","0.004946473234341783","9173","LDB3","false","LDB3"
"0.0","0.014484543395581573","2721","NCAPH2","false","NCAPH2"
"0.0","9.056644721243985E-4","14502","ZFP57","false","ZFP57"
"0.0","0.0063730401314511225","8088","COA6","false","COA6"
"0.0","0.002565229049297634","11434","COA1","false","COA1"
"0.0","0.01962829261056768","1093","COX14","true","COX14"
"0.0","0.0044788092304736205","9568","MAOA","false","MAOA"
"0.0","0.01730753460391329","1662","CNDP2","true","CNDP2"
"0.0","0.004160108066465462","9839","RNASE3","false","RNASE3"
"0.0","0.004726325367010656","9355","H2AFJ","false","H2AFJ"
"0.0","0.020426895723929046","953","MPO","true","MPO"
"0.0","9.29387796470061E-5","19065","OR1E2","false","OR1E2"
"0.0","0.004913142962386701","9206","STX10","false","STX10"
"0.0","0.009485686409239706","5554","YEATS2","false","YEATS2"
"0.0","9.998889441924332E-4","14241","TCF15","false","TCF15"
"0.0","0.0021028292737327674","12052","RPL13P12","false","RPL13P12"
"0.0","0.007134347532921987","7469","GNL1","false","GNL1"
"0.0","0.004166131181957968","9835","AMPD3","false","AMPD3"
"0.0","0.001654221898972243","12794","SETD3","false","SETD3"
"0.0","0.00775531493735373","6977","RPS26P11","false","RPS26P11"
"0.0","0.001953738374970466","12265","HSD17B8","false","HSD17B8"
"0.0","0.004918566151182053","9200","KDM4B","false","KDM4B"
"0.0","0.001250718363371567","13633","DNHD1","false","DNHD1"
"0.0","0.011440320927146325","4222","HAUS8","false","HAUS8"
"0.0","0.007610092945130146","7119","HAUS3","false","HAUS3"
"0.0","0.006758555828016165","7782","HAUS4","false","HAUS4"
"0.0","0.003147411672496333","10813","SETD6","false","SETD6"
"0.0","0.01054993921772276","4766","LYPD3","false","LYPD3"
"0.0","0.005351838071246009","8869","AGR3","false","AGR3"
"0.0","4.6743697831134394E-4","16043","DDN","false","DDN"
"0.0","0.0013089867198810934","13499","RCAN3","false","RCAN3"
"0.0","0.007061033857035862","7529","ABCA13","false","ABCA13"
"0.0","0.002435629015104636","11603","YY2","false","YY2"
"0.0","0.0014234320986303876","13241","ZFP42","false","ZFP42"
"0.0","0.002741689950693683","11251","SOX5","false","SOX5"
"0.0","9.674307024502624E-4","14326","SALL3","false","SALL3"
"0.0","4.4478560139685926E-5","19388","RNU6-50P","false","RNU6-50P"
"0.0","4.4478560139685926E-5","19387","RNU6-6P","false","RNU6-6P"
"0.0","4.321655207207689E-4","16194","RNU6-1","false","RNU6-1"
"0.0","0.00706353157224953","7528","RBM22","false","RBM22"
"0.0","0.008486517885990521","6384","CTDNEP1","false","CTDNEP1"
"0.0","7.296861471762197E-4","15041","CNEP1R1","false","CNEP1R1"
"0.0","0.015953769858953668","2115","EXOC6","false","EXOC6"
"0.0","0.009615058847575055","5458","UBN1","false","UBN1"
"0.0","0.003734765022733153","10241","TET1","false","TET1"
"0.0","0.005830390820560164","8522","SRPK3","false","SRPK3"
"0.0","0.0053681386430093235","8855","SRSF8","false","SRSF8"
"0.0","0.0140595433190712","2913","ZADH2","false","ZADH2"
"0.0","0.007074445400677521","7520","NUDT16L1","false","NUDT16L1"
"0.0","0.016738148153735633","1838","DECR2","true","DECR2"
"0.0","0.00498052567844491","9136","CYP26B1","false","CYP26B1"
"0.0","0.017317992242276866","1659","RASL10B","true","RASL10B"
"0.0","0.006597782469064306","7898","STAC","false","STAC"
"0.0","0.005910242560878341","8458","SPAG8","false","SPAG8"
"0.0","0.009728086158470862","5354","ROBO3","false","ROBO3"
"0.0","0.008999461263098142","5952","SCD","false","SCD"
"0.0","0.00914814541081411","5832","RFT1","false","RFT1"
"0.0","0.010893134764987497","4535","SULF1","false","SULF1"
"0.0","0.0023428208148216553","11717","ZNF324","false","ZNF324"
"0.0","0.003658642809697604","10313","ZNF689","false","ZNF689"
"0.0","0.0013035022026075995","13513","ZNF829","false","ZNF829"
"0.0","0.013019296348098518","3415","RBAK","false","RBAK"
"0.0","0.005224918533733463","8970","ZNF460","false","ZNF460"
"0.0","8.075976425451007E-4","14773","ZNF566","false","ZNF566"
"0.0","6.42632196632584E-4","15337","ZNF649","false","ZNF649"
"0.0","0.002053086777797696","12121","ZNF8","false","ZNF8"
"0.0","9.29387796470061E-5","19064","EVX1","false","EVX1"
"0.0","0.0010326713656214597","14158","SMR3B","false","SMR3B"
"0.0","0.0013682442381181793","13356","THSD7A","false","THSD7A"
"0.0","6.501040173068557E-4","15309","CCDC170","false","CCDC170"
"0.0","0.00840880415335778","6461","MSRB2","false","MSRB2"
"0.0","4.445196670880737E-4","16139","ZNF80","false","ZNF80"
"0.0","0.008921650495734975","6019","PPP1R15B","false","PPP1R15B"
"0.0","0.012862636342798377","3494","CRNN","false","CRNN"
"0.0","0.0045124132321197235","9542","RSRC2","false","RSRC2"
"0.0","0.004189564976805015","9816","PHRF1","false","PHRF1"
"0.0","0.002626299005706225","11373","DPEP2","false","DPEP2"
"0.0","0.0017608450977510055","12597","DPEP3","false","DPEP3"
"0.0","0.00291161812792986","11044","CHD5","false","CHD5"
"0.0","0.010424243290017537","4850","LDHC","false","LDHC"
"0.0","0.0043871483279545416","9640","BRD9","false","BRD9"
"0.0","9.292925481633492E-5","19067","MIR125B2","false","MIR125B2"
"0.0","9.292925481633492E-5","19066","MIR579","false","MIR579"
"0.0","0.005528007482061487","8746","MIR221","false","MIR221"
"0.0","1.768821005778634E-4","17716","NNAT","false","NNAT"
"0.0","0.005737084610405811","8589","DYRK4","false","DYRK4"
"0.0","0.013367196992775767","3255","FCHO2","false","FCHO2"
"0.0","0.0049305600235544705","9189","PRRG1","false","PRRG1"
"0.0","0.0016448758470523882","12814","SLC23A2","false","SLC23A2"
"0.0","0.013537835358664015","3180","PRR16","false","PRR16"
"0.0","0.0032298463331643097","10747","PARP16","false","PARP16"
"0.0","7.63400364309304E-4","14936","SP140L","false","SP140L"
"0.0","0.0011479232004500501","13871","FGF21","false","FGF21"
"0.0","0.0030744928213714915","10885","HMCES","false","HMCES"
"0.0","0.01760896254785352","1578","EBAG9","true","EBAG9"
"0.0","0.004733892542341841","9349","MOB3A","false","MOB3A"
"0.0","0.0034811163576415746","10496","TSTA3","false","TSTA3"
"0.0","0.01163708735920623","4129","AMPD2","false","AMPD2"
"0.0","0.004911690724702227","9209","TUBA3D","false","TUBA3D"
"0.0","0.0076886536228368135","7046","FASTKD3","false","FASTKD3"
"0.0","0.01121212362668431","4332","COL4A6","false","COL4A6"
"0.0","0.011544728079607259","4171","COLGALT1","false","COLGALT1"
"0.0","0.003926416574049601","10061","CMC2","false","CMC2"
"0.0","0.00956165504497023","5498","ANKRD40","false","ANKRD40"
"0.0","0.0021000177647710594","12058","NSMCE4A","false","NSMCE4A"
"0.0","0.006805416758995977","7745","MAGEL2","false","MAGEL2"
"0.0","0.0019559036468210214","12261","MAGEF1","false","MAGEF1"
"0.0","0.0015954632586131713","12905","NSMCE1","false","NSMCE1"
"0.0","0.0018477254835643647","12437","MAGEE1","false","MAGEE1"
"0.0","0.0018904312040696576","12367","MAGEC2","false","MAGEC2"
"0.0","0.0012499710858586497","13635","MAGEA2B","false","MAGEA2B"
"0.0","0.0037164857720743453","10260","TRIAP1","false","TRIAP1"
"0.0","0.00781923094035692","6925","GCHFR","false","GCHFR"
"0.0","0.006307646328876145","8126","GALR3","false","GALR3"
"0.0","0.008790809733140725","6129","RPL10L","false","RPL10L"
"0.0","0.020596245323983024","925","CCDC8","true","CCDC8"
"0.0","0.0053164168917606905","8904","DYRK3","false","DYRK3"
"0.0","0.014371815177603598","2769","SERPINF1","false","SERPINF1"
"0.0","0.00531951624996978","8897","SRMS","false","SRMS"
"0.0","0.01071331750533142","4647","WIBG","false","WIBG"
"0.0","0.008481702614624463","6388","NSRP1","false","NSRP1"
"0.0","0.005780221675984713","8558","AURKC","false","AURKC"
"0.0","0.001689559951905712","12731","NEIL2","false","NEIL2"
"0.0","0.00898475172461643","5968","BBX","false","BBX"
"0.0","0.004264638088452274","9750","CACNB1","false","CACNB1"
"0.0","0.004466777440413295","9578","KCNAB3","false","KCNAB3"
"0.0","0.00399451692336778","10004","MAGEB1","false","MAGEB1"
"0.0","0.001910271475458542","12341","UBE3D","false","UBE3D"
"0.0","0.0010234301205109993","14178","SAC3D1","false","SAC3D1"
"0.0","2.0949966502910048E-4","17483","FCP1","false","FCP1"
"0.0","4.9721390586783E-4","15907","ARRDC2","false","ARRDC2"
"0.0","0.00646741467692171","7996","ARRDC1","false","ARRDC1"
"0.0","4.6541148672635566E-4","16049","GABRR1","false","GABRR1"
"0.0","0.003518363158670289","10444","PRDM10","false","PRDM10"
"0.0","0.005666428223964209","8644","BATF3","false","BATF3"
"0.0","0.007097096555315457","7498","DNLZ","false","DNLZ"
"0.0","0.015050759606162829","2473","KIF14","false","KIF14"
"0.0","0.015619408277559338","2238","LIMA1","false","LIMA1"
"0.0","0.0045302361336985635","9531","PCNXL3","false","PCNXL3"
"0.0","0.010972049942732341","4480","ODF2","false","ODF2"
"0.0","0.009264562103512279","5749","KIFC3","false","KIFC3"
"0.0","0.006657788064302019","7859","THAP11","false","THAP11"
"0.0","0.0018476104987790005","12438","EIF2AK1","false","EIF2AK1"
"1.0","0.10629465940878677","257","ACE2","true","ACE2"
"0.0","0.001129737006620289","13925","ADCY8","false","ADCY8"
"0.0","0.006430214491471693","8026","NRGN","false","NRGN"
"0.0","2.07903786285377E-4","17494","TRE17","false","TRE17"
"0.0","3.7548045729743357E-4","16484","RN5S1@","false","RN5S1@"
"0.0","0.0012223353914842788","13697","ANKRD32","false","ANKRD32"
"0.0","0.002744889675470042","11248","KCNN3","false","KCNN3"
"0.0","0.009261683005238887","5751","CCP110","false","CCP110"
"0.0","0.02240650628328437","705","FZD5","true","FZD5"
"0.0","0.0017013564508263723","12706","CCDC69","false","CCDC69"
"0.0","7.478534031835713E-4","14987","FRZB","false","FRZB"
"0.0","8.942797147348473E-5","19131","EOMES","false","EOMES"
"0.0","0.004662461958554342","9404","BRK1","false","BRK1"
"1.0","0.11419461341641648","252","NPTN","true","NPTN"
"0.0","0.002246184979302546","11867","PSRC1","false","PSRC1"
"0.0","0.005642015177911815","8662","YIF1A","false","YIF1A"
"0.0","0.0015639522840711253","12953","CDK2AP2","false","CDK2AP2"
"0.0","0.003604763067012072","10360","NXPH3","false","NXPH3"
"0.0","0.00931558421680718","5703","SEP15","false","SEP15"
"0.0","0.009053395050174298","5913","ANKRD35","false","ANKRD35"
"0.0","0.002031236156436645","12155","B3GALT4","false","B3GALT4"
"0.0","0.019745166097031572","1074","TMX2","true","TMX2"
"0.0","0.005042228610765065","9096","COMMD8","false","COMMD8"
"0.0","0.020994773103759714","862","NDUFB11","true","NDUFB11"
"0.0","0.001439956957444911","13200","AIDA","false","AIDA"
"0.0","6.676369821645757E-4","15244","SEZ6","false","SEZ6"
"0.0","0.001425170251636028","13236","CHDH","false","CHDH"
"0.0","5.225413371223509E-4","15778","LCORL","false","LCORL"
"0.0","0.007176843429636158","7429","SNX24","false","SNX24"
"0.0","7.155121109474115E-4","15097","DEFB1","false","DEFB1"
"0.0","2.1918783170412032E-5","19491","MCM3AP-AS1","false","MCM3AP-AS1"
"0.0","0.009836976327410249","5276","DUSP21","false","DUSP21"
"0.0","0.02476670149657169","538","TSPAN15","true","TSPAN15"
"0.0","0.009910983673232641","5215","FOCAD","false","FOCAD"
"0.0","0.0027504468317161848","11238","KIAA1107","false","KIAA1107"
"0.0","0.00943997299501301","5591","QRSL1","false","QRSL1"
"0.0","0.007496904761232104","7210","MZT2B","false","MZT2B"
"0.0","8.100211548952231E-4","14762","ZNF667","false","ZNF667"
"0.0","0.007422857891083386","7257","ZC3H15","false","ZC3H15"
"0.0","0.010314798553582855","4921","IMPA2","false","IMPA2"
"0.0","0.007747658041649075","6988","BRD3","false","BRD3"
"0.0","0.0012848032035195514","13553","FAM65A","false","FAM65A"
"0.0","4.924340691380963E-4","15929","PCDH8","false","PCDH8"
"0.0","0.009751039815581213","5336","CERS1","false","CERS1"
"0.0","0.012392589558959834","3719","PTPMT1","false","PTPMT1"
"0.0","5.761014696761026E-4","15573","CA1","false","CA1"
"0.0","0.007907258956777486","6860","MON1A","false","MON1A"
"0.0","0.013730040893941857","3065","FAM49B","false","FAM49B"
"0.0","0.002667457063095192","11320","MGAT1","false","MGAT1"
"0.0","0.0024168821207701733","11627","DSCR3","false","DSCR3"
"0.0","0.008401832466613707","6466","DNAJC28","false","DNAJC28"
"0.0","0.0013241437107558846","13459","METTL2A","false","METTL2A"
"0.0","0.002847605730354606","11121","CDH13","false","CDH13"
"0.0","0.006388762902651076","8077","URB1","false","URB1"
"0.0","0.003845896259473508","10140","WDR34","false","WDR34"
"0.0","0.00609811759405927","8290","RRP7A","false","RRP7A"
"0.0","0.003724303447327695","10253","RAB31","false","RAB31"
"0.0","4.0227479540224753E-4","16347","ZNF671","false","ZNF671"
"0.0","0.0021124327915398133","12041","SLC41A3","false","SLC41A3"
"0.0","0.008693177834989189","6216","MTG2","false","MTG2"
"0.0","0.004125720303474011","9874","C21orf59","false","C21orf59"
"0.0","0.002345915189515926","11714","FBXL16","false","FBXL16"
"0.0","6.8264991818813E-4","15201","MZB1","false","MZB1"
"0.0","0.009796213128917527","5304","THAP4","false","THAP4"
"0.0","0.001885401167836412","12376","MOK","false","MOK"
"0.0","0.005607765097777332","8683","C1orf123","false","C1orf123"
"0.0","0.0018792507493652908","12388","POGK","false","POGK"
"0.0","0.0034559386280706384","10521","ZNF331","false","ZNF331"
"0.0","0.008788282624476798","6131","AK4","false","AK4"
"0.0","0.009244941258602684","5763","JTB","false","JTB"
"0.0","0.0041312552246289755","9866","MTFR1","false","MTFR1"
"0.0","0.0014126217499056764","13270","NKIRAS2","false","NKIRAS2"
"0.0","5.441265053559095E-4","15700","DUS2","false","DUS2"
"0.0","5.169227160448736E-4","15802","LOC148413","false","LOC148413"
"0.0","0.02465188284194908","547","ATP6V1A","true","ATP6V1A"
"0.0","0.0017302465757435825","12655","TTC38","false","TTC38"
"0.0","9.215456447560815E-4","14470","SULT1A3","false","SULT1A3"
"0.0","0.0016863124082539692","12739","ZNF431","false","ZNF431"
"0.0","0.002706090967205504","11282","WDR60","false","WDR60"
"0.0","8.396290084579619E-4","14673","ATG16L2","false","ATG16L2"
"0.0","0.0010060400232055492","14224","GPCPD1","false","GPCPD1"
"0.0","7.130074125888254E-4","15103","HMGXB3","false","HMGXB3"
"0.0","0.013198025706371337","3319","RTFDC1","false","RTFDC1"
"0.0","0.0012899283617618066","13539","ZNF266","false","ZNF266"
"0.0","0.0038402951043707643","10147","C9orf78","false","C9orf78"
"0.0","0.008981320569615788","5974","NDUFA2","false","NDUFA2"
"0.0","0.0012512211322817796","13632","FAM213B","false","FAM213B"
"0.0","0.025564459339553418","491","HLA-DPB1","true","HLA-DPB1"
"0.0","0.0014207107050899373","13247","INPP1","false","INPP1"
"0.0","0.0012005679048087035","13737","SPRR2D","false","SPRR2D"
"0.0","0.004285790499472642","9732","SDHC","false","SDHC"
"0.0","0.0036070459011846518","10357","HN1L","false","HN1L"
"0.0","0.012111683153429","3850","GPM6A","false","GPM6A"
"0.0","7.844058215397628E-4","14849","NOVA1","false","NOVA1"
"0.0","0.01594352091771135","2121","KCNE3","false","KCNE3"
"0.0","0.015303935279441098","2357","ENOPH1","false","ENOPH1"
"0.0","0.01300086084684082","3425","FAM118B","false","FAM118B"
"0.0","0.008566373301517582","6316","CRNKL1","false","CRNKL1"
"1.0","0.618523169649263","151","COL4A5","true","COL4A5"
"0.0","0.0016444318915178817","12816","WDR73","false","WDR73"
"0.0","0.011861711603441556","3993","GLOD4","false","GLOD4"
"0.0","0.003197243777823303","10775","METTL23","false","METTL23"
"0.0","0.003400086675552671","10568","ZFYVE1","false","ZFYVE1"
"0.0","0.0030190387970092988","10943","MPP2","false","MPP2"
"0.0","0.008260592300597345","6568","IER3IP1","false","IER3IP1"
"0.0","8.489097346215115E-4","14646","C6orf136","false","C6orf136"
"0.0","0.0038606268413643495","10122","MOXD1","false","MOXD1"
"0.0","0.009044295719373598","5919","CCDC115","false","CCDC115"
"0.0","0.0020660296216261417","12105","DALRD3","false","DALRD3"
"0.0","4.985479796021183E-4","15901","PYROXD2","false","PYROXD2"
"0.0","0.00627504117032239","8150","ACTR1B","false","ACTR1B"
"0.0","0.00119480945048463","13754","TCEAL7","false","TCEAL7"
"0.0","0.003848732924693495","10136","C9orf114","false","C9orf114"
"0.0","6.803228237066855E-4","15209","WFIKKN1","false","WFIKKN1"
"0.0","0.003711136606122911","10267","ZNF71","false","ZNF71"
"0.0","0.00875001082615635","6171","ABHD4","false","ABHD4"
"0.0","4.774462503543699E-4","15998","LRP5L","false","LRP5L"
"0.0","0.004085948642627782","9906","CCDC88C","false","CCDC88C"
"0.0","2.2752813264422179E-4","17364","ZNF605","false","ZNF605"
"0.0","0.00955113362615385","5503","BARX1","false","BARX1"
"0.0","6.320767348077753E-4","15369","CRABP1","false","CRABP1"
"0.0","0.01424838449696661","2830","AGAP1","false","AGAP1"
"0.0","0.010728225691524885","4642","CSNK1G1","false","CSNK1G1"
"0.0","0.0063964453020412945","8073","TYMS","false","TYMS"
"0.0","0.0022973907393527507","11785","TMEM108","false","TMEM108"
"0.0","0.004594044175719209","9471","ZNF219","false","ZNF219"
"0.0","0.004039939865144782","9961","PPP1R21","false","PPP1R21"
"0.0","0.006422248839877529","8036","RDH11","false","RDH11"
"0.0","0.0019271802091448509","12318","EIF1","false","EIF1"
"0.0","0.006315154474122662","8123","ZNF133","false","ZNF133"
"0.0","0.003136103777163139","10826","MIPEP","false","MIPEP"
"0.0","0.015816855095357654","2156","CRELD2","false","CRELD2"
"0.0","0.014487562457811945","2716","REEP5","false","REEP5"
"0.0","0.00291810046822132","11036","CMTM3","false","CMTM3"
"0.0","0.009918439449683892","5207","NMT2","false","NMT2"
"0.0","0.0022712818831234164","11831","SMPD1","false","SMPD1"
"0.0","0.021103644856822302","846","FAM20C","true","FAM20C"
"0.0","0.0037289246190159845","10246","DUSP8","false","DUSP8"
"0.0","0.006369828981853718","8092","TMEM98","false","TMEM98"
"0.0","0.015292869271532433","2363","NDUFA12","false","NDUFA12"
"0.0","0.02263775174863283","686","INF2","true","INF2"
"0.0","9.378381246346125E-4","14411","ADAMTS10","false","ADAMTS10"
"0.0","0.005469305075508243","8786","EDRF1","false","EDRF1"
"0.0","0.006110775308971387","8273","CCDC85A","false","CCDC85A"
"0.0","0.0020888869004969724","12069","TBC1D14","false","TBC1D14"
"0.0","0.003377528123515996","10590","AFTPH","false","AFTPH"
"0.0","4.1179747068964686E-4","16300","PDE1B","false","PDE1B"
"0.0","0.002587836679525412","11406","NOMO2","false","NOMO2"
"0.0","0.013745042768621965","3060","MESDC2","false","MESDC2"
"0.0","0.01566195645009561","2222","HSF2BP","false","HSF2BP"
"0.0","0.001199810059449813","13739","RUNDC3B","false","RUNDC3B"
"0.0","0.0022699796128275982","11834","MIDN","false","MIDN"
"0.0","8.341277200334783E-4","14690","CRYM","false","CRYM"
"0.0","8.674948194784999E-4","14587","ZNF235","false","ZNF235"
"0.0","8.144060258416098E-4","14751","ZBED8","false","ZBED8"
"0.0","0.012397541666729387","3717","SLC25A33","false","SLC25A33"
"0.0","0.013095053630179904","3364","HAUS5","false","HAUS5"
"0.0","0.011555354406818475","4162","NAT14","false","NAT14"
"0.0","0.0018813154755298262","12384","GPR39","false","GPR39"
"0.0","0.00252370883108736","11485","ZNF135","false","ZNF135"
"0.0","0.03175851022140021","321","DEFA1","true","DEFA1"
"0.0","0.009893312514351419","5230","RPL36AL","false","RPL36AL"
"0.0","0.006007440878371047","8369","PFKFB4","false","PFKFB4"
"0.0","0.002181065824342043","11939","ACSBG1","false","ACSBG1"
"0.0","0.01150721152184411","4186","VPS51","false","VPS51"
"0.0","0.009028844130606879","5929","DCTN3","false","DCTN3"
"0.0","0.020356383992092247","967","GJB5","true","GJB5"
"0.0","0.015959433866631276","2112","CAMSAP3","false","CAMSAP3"
"0.0","0.013086666514068965","3376","SYNE4","false","SYNE4"
"0.0","0.014844868411821855","2558","CST6","false","CST6"
"0.0","0.0076764827188864244","7061","CSAD","false","CSAD"
"0.0","0.001914027484652944","12334","ADIRF","false","ADIRF"
"0.0","0.00715834983907354","7440","ENTPD6","false","ENTPD6"
"0.0","0.008662327119026302","6245","TMEM44","false","TMEM44"
"0.0","0.012005360560294474","3915","PYCR1","false","PYCR1"
"0.0","9.30450297555442E-4","14432","SEMA5B","false","SEMA5B"
"0.0","0.001957878936528786","12259","SLC44A1","false","SLC44A1"
